username	name	status	ya/tidak	kategori
maharanishakir6	maharanishakira	"@TelkomCare min ga ada diskon"" nih indihome akhir tahun?"	tidak	
aihsomi	rapci - SXMPOO	"dibeli buku bes seler, ""Hukum Sunnah"" oleh rapci sist. lg diskon aj https://t.co/UDPLupy30B"	tidak	
larasativera55	larasativera	@TelkomCare min ada diskon mahasiswa ga indihome?	tidak	
arsknrwksn	Arieska Nur W	RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory. https:â€¦	tidak	
nambahintinggi	Obat Peninggi Badan	"Gilaa!! Diskon harga modal Peninggi/penggemuk/pelangsing/pemutih kulit setiap harinya, cek https://t.co/ard82IRPbT"	tidak	
jihazedge	Jihaz	"Sengaja pas ultah adminnya nih , pasti ada diskon besar-besaran nih https://t.co/cdTacXNOES"	tidak	
rahadianaa	rahadiana D nugraha	Dapatkan diskon VPS Digital Ocean hanya di: https://t.co/SG6rUBfr4Z	tidak	
sesepatu	LA IKBAR GUSTI M	SALEðŸ˜Š Nike Indonesia Home Jersey 2012 Harga DISKON Rp 300.000 Brand New With Tag Only Sizeâ€¦ https://t.co/tJuqZSGvAx	ya	fashion
PeninggiGrosir	Invite 7E8FBFE5	"PENINGGI BADAN #MURAH , harga grosir, INVIT 29A2D527 SMS 085642236122 #JEMBER #Madiun #ngawi #diskon #INDONESIA ##InfoJatim #Retweet"	tidak	
AdaDiskon	AdaDiskon.com	Dapat diskon beli 250rb beli tiket pesawat! Klik~> https://t.co/4xhMNerEbo	ya	travel
lisna_dwi	Lisna Dwi Ardhini	RT @GrowNHealth: Iya bucan. Diskon 10% lumayan banget. Stok @GrowNHealth juga tinggal dikit lho. Buruan pesan ya :) https://t.co/8Bs97RA0sB	ya	lain-lain
amaleeaw	Amaylia Permahani	RT @raisa6690: Zara kapan diskon sih gue gigit nih	tidak	
BStrengto	bill strengto	"Diskon BH khusus pelajar, follow @JualBH"	ya	fashion
saddyaulia	SaDDy AuLiA	A DAY IN MY LIFE | BERBURU DISKON | BATH AND BODYWORKS | ARMANDO CARUSO | SADDY AULIA: https://t.co/Gme8oF0kiT melalui @YouTube	tidak	
solobuzzz	TRAVELLERS	RT @wisatalove: #hotel #di #batam #diskon #hotels #booking Lokasi strategis Hemat klik disini TRAVELOKA: https://t.co/YkyDiGUcM5 https://tâ€¦	ya	travel
solobuzzz	TRAVELLERS	RT @HalakhCreative: #hotel #murah #di #batam #diskon #hotels #booking Lokasi super strategis klik disini: https://t.co/MOXy3YPa3O https://â€¦	ya	travel
solobuzzz	TRAVELLERS	RT @LarasJ9: #diskon #hotel #booking #murah #batam https://t.co/z310RqIfGU cepat langsung klik disini : https://t.co/I7WLR4FsDw https://t.â€¦	ya	travel
solobuzzz	TRAVELLERS	RT @HalakhCreative: AGODA pasti harga terbaik dan #hotel terbaik #booking #enjoy #batam #diskon klik disini : https://t.co/lu6i5BI6Ku httpâ€¦	ya	travel
solobuzzz	TRAVELLERS	RT @irfan_dir: #diskon #hotel #booking #murah #batam https://t.co/8Mr0nHFkTG #pesonaindonesia cepat hemat langsung klik disini : https://t.â€¦	ya	travel
solobuzzz	TRAVELLERS	RT @LarasJ9: Prasmanan selera nusantara 65k senin-jumat jam 11.00-14.00 Resv 081363009198 #batam #enjoy #best #diskon https://t.co/97JOXYkOâ€¦	ya	kuliner
solobuzzz	TRAVELLERS	RT @AParayudha: One bite is not enough for you.....mini tiramisu served at Barbekyu Pojok Kuliner #indonesiabanget #diskon #hotel https://tâ€¦	tidak	
twiceminatozk	Sana	@myeuiomina minta diskon/?	tidak	
Rizalfaizall	RZLâ„¢	"RT @WDZG: Ngapain nunggu diskon, gabung jadi #WadezigCrowd dapetin member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnâ€¦"	tidak	
kemrondallasrp	kemron	yang kepo yang kepo mas mbak https://t.co/t1ETT38nhw diskon 50%	tidak	
RobiFauji	robi f hidayat	@riasnurulsuci Dapet notif diskon paket nikah. Mikir krn tgl tua. Tp ttep diambil. Ya jgn menyia nyiakan diskon	tidak	
bo_plumpgirl	AVAIL INCLUDE JAKSEL	Avail JakSel ya besok.. Yang mau isi slot besok diskon lohh.. Cusss dikeep slotnyaa.. Aku tunggu DMnya yaa masbeb.. ðŸ˜˜ðŸ˜˜	tidak	
PeninggiGrosir	Invite 7E8FBFE5	"PROMO BESAR PENINGGI BADAN TIENS, order yuk, invit 29A2D527 SMS 085642236122. #Tiens #Murah #promo #diskon #sragen #s ##InfoJatim #Retweet"	tidak	
winwinscheng	Wingwing97â¥	@_lauhenry89 diskon deh 98% ya ya ya hyung panutanku :))	tidak	
oliviamediru	Olivia Mediru	Diskon mengalahkan kerusuhan di dalam perut dan dompet. Hilap yallahðŸ˜§	tidak	
bo_plumpgirl	AVAIL INCLUDE JAKSEL	Edisi BU mendesak.. Untuk senin aku avail include diskon 100ribu untuk rate semua paket. Apa aja paketnya? Cuss langsung ke DM. Thank you ðŸ˜˜ðŸ˜˜	tidak	
yolyol_2000	Yolanda Yolanda	RT @dwinedwin: Diskon Mudik BNI di Panorama Tours https://t.co/25ount96bD https://t.co/GploFebDic	tidak	
ditha_yuditha	ditha	"Dijual rumah tipe 36/60 harga 350jt bisa cash keras (diskon khisus),â€¦ https://t.co/CRHhhOHmHa"	ya	properti
maknae97_	jeon joko	"@xoluvtiffany_ bisa Tapi gak ada diskon tante, mau ?"	tidak	
CISCbanjarmasin	CISC Banjarmasin	"jual beli serangan, tapi gak pake diskon"	tidak	
mooienterprise	Mooi Net	COD pembelian voucher game online dengan murah + diskon! Kapan lagi? khusus untuk daerah jabodetabek yaaa!	tidak	
Leejall	oko	RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory. https:â€¦	tidak	
ryan_nus	Rul	Kemudian grab kasih diskon 70% *naik lagi* https://t.co/zdgiIej2mm	ya	
srningsih_	SRI	Diskon perasaan lah buat tutup akhir tahun	tidak	
srningsih_	SRI	Ada diskon	tidak	
minatozakiesana	ãˆ SANA	@tuescbelle akhir tahun diskon dong	tidak	
predatorfunpark	PredatorFunPark	Diskon 20% dengan Boardingpass Air Asia #Jatimpark #PredatorFunPark https://t.co/SipzGp05DG	ya	travel
gheewdd	Heufken	Btw trans studio bdg lg diskon 50% buat ktp jabar. Trus tmn kek nyuruh cpet sembuh mau nraktir. Menstrim emang kalo yg ultah yg traktir kan	ya	wisata
GRANDEMUSIK	IG: GRANDEMUSIK	RT @Promo_MMC: Bakal ada diskon khusus untuk pembelian ampli @LaneyAmpsID di booth @planetmusikoff1 @BekasiMusik @GRANDEMUSIK pada saat eveâ€¦	tidak	
POT_Indo	PhotographerOTrainin	"Biaya Pendaftaran; Umum 500rb, Pelajar 450rb. 20 Pendaftar pertama diskon 50rb, dgn menunjukkan twit ini."	ya	lain-lain
AdaDiskon	AdaDiskon.com	Mau beli kue ulang tahun? Spesial diskon beli kue di Dapur Cokelat https://t.co/6zIEhMgrXk	ya	kuliner
petrabkarunia	petra budi karunia	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/1sCrj3QAeE? Caranya mudah, share promo ini! https://t.co/DppYPlxf6E"	ya	travel
GRINDKORU	oms oms	@githapewe @TimHuruHara @Wkopicorner meuli 1 diskon 10 urg datang ayena sok wkwk	tidak	
Giladiskon	Giladiskon Indonesia	Diskon XTRA 7% Setiap hariÂ @bliblidotcomÂ Â Klik->Â https://t.co/NtZSqPzkpF	ya	lain-lain
eunhabell	ìœ¼ nha	Iya om kita lg promo soalnya jd dapet diskon nanti untuk sekali transaksi hehee https://t.co/1AG68lvErw	tidak	
Carera_10	K R I S T I N	"RT @DINOMARKET: New Color ! Samsung Galaxy S7 edge. Diskon Hingga Rp1,2 Juta. Rasakan kemewahan Samsung Galaxy S7. Klik https://t.co/Vo3Xjyâ€¦"	ya	elektronik
fariedibbrahim	Om Parid .	ðŸ‘¨ yg ini dapet diskon g mba? ðŸ‘© g ðŸ‘¨ kl yg ini dapet dis ðŸ‘© g ðŸ‘¨ kl yg ini ðŸ‘© g ðŸ‘¨ ko jwbny g mulu si mba ðŸ‘© hbs km jln sm yg lain sih #KisahKasir	tidak	
jehoptwt	Jehop	"khanbinIkon: smartfrencare: IfanUya05 Utk promo diskon pembelian perangkat 4G LTE Smartfren sesuai smsnya, utk ceknya dengan ketik LTE kiriâ€¦"	ya	elektronik
lagniaeppe	Myoui Mina. Â²Â¹	"Mahal banget, oppa. Ngga ada diskon? https://t.co/ReOOKjGWd6"	tidak	
Giladiskon	Giladiskon Indonesia	"Promo-Promo Special @AirAsiaId gebyar Diskon + Harga Special ,Info-> https://t.co/DU5cBws1tj"	ya	wisata
Terttiia	Tertia Lude	Siapkan Dirimu! Hong Kong Berikan Diskon Gila-gilaan Untuk Wisatawan Sambut Musim Dingin https://t.co/xp3bnILJxr via @TribunTravel	ya	lain-lain
marthasasongko	martha sasongko	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/6Za7yTIyI4? Caranya mudah, share promo ini! https://t.co/DNt6b4Oktp"	ya	wisata
djhoemadie	Joemadie82	"Joma topflex indoor, buruan gan..seri terbaru,hanya di @waroengbola . Rp 879rb masih diskon jadi 749rb. https://t.co/qKP3g9drT4"	ya	fashion
chynditan1	cindytan	@afgansyah_reza Promo Hangat https://t.co/u5L4cZLLsz : Diskon Sampai 65% #bintangbola #sportbook #togel #pokerâ€¦ https://t.co/Lo8sOPCy0z	ya	lain-lain
mediacenter_pb	PB-PGRI	https://t.co/vJK3By1ZaO	tidak	
RumahUsaha	wallpaper dinding	"Produk Diskon, Toko Interior Malang, 100rb per roll 0821-3267-3033 https://t.co/GQ9fyl2P93"	ya	properti
Iqbaeldiafakhri	el	@endiraaptr gratis lah masa diskon doang	tidak	
endiraaptr	end	@Iqbaeldiafakhri private inggris sn bang sm gua diskon lah boleh	tidak	
katalogpromosi	katalogpromosi	THE BODY SHOP Promo Diskon 20% untuk pembelian limited edition body product edisi Christmas dengan Kartu MANDIRI https://t.co/zQ0sCCGs4j	ya	kecantikan
Ahmmmm235	A P R I A N S	"Kalau saya dapat diskon ya itu hak saya dong,kalau saya gak dapat diskon juga gpp,yg penting saya bayar sesuai tariâ€¦ https://t.co/pzyuo9UftC"	tidak	
FransiskanesKUH	ì¹´ë¥´ í‹°ì¹´	@mytapradita uwe suda tau kaks althea itu... gua cc ke ngana karena ada diskon laneige itu	tidak	
mytapradita	MYTA	"@FransiskanesKUH jgn bilang km baru tau althea? itu kan emang diskon semua barangnya, cuma kena ongkir dr korea kalau di bawah 300k"	tidak	
Hemat_Liburan	Liburan Hemat	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/LyCHBWgEDa #PromoHotel #HotelMurah #Liburan #Hotel	ya	wisata
Soel_Orthello	Samsoel Arifin	"Belanja di @Alfamart adalah solusi belanja dengan hemat, apalagi ditambah diskon 10% dariâ€¦ https://t.co/JWA9eyMedR"	ya	lain-lain
DirtyJulian	disty julian	"Awalnya buku Tentang Kamu ini gw pikir roman biasa. I was wrong. Ini orang daya imajinasinya sinting. Beli gih, mumpung diskon di Gramed."	tidak	
taetaey_ss	ê¹€íƒœì—°	"@ftislchoi hahahahaha~~ ya kan katanya cantiiik~~ kasih diskon dong buat yg cantik~~ u,u do aegyo?? https://t.co/TKsV4kFYNi"	tidak	
wildanyahuza	wey	@lanaanajma @ZeanElhamasBai opo? mangan diskon 100%? ayok budalkan :'3	tidak	
taetaey_ss	ê¹€íƒœì—°	"RT @ftislchoi: @taetaey_ss anjir ni nunna, udah nyoba roman2 gtu malah ujung2nya minta diskon wkwk, do your aegyo maybe he'll give us discoâ€¦"	tidak	
Giladiskon	Giladiskon Indonesia	"Peralatan & Perlengkapan Rumah Tangga Special Promo Diskon 70%,Info-> https://t.co/tA48g5lCQh"	ya	tidak
AdaDiskon	AdaDiskon.com	Cari tempat arisan atau kumpul bareng teman? Cobain Warung Lombok! https://t.co/71kECZ1Ita	tidak	
efviel	efviel	Promo diskon murah hanya di https://t.co/kMjEWHglGI #bukalapak https://t.co/p3xKPQl4Lr ##diskon #ollshop #shoping	ya	lain-lain
dorika75	dorika	"RT @DB_Sinarmas: Nikmati diskon 30% furnitur favorit kamu di Informa, bayar dengan Pay By QR Bank Sinarmas, download aplikasi https://t.co/â€¦"	ya	properti
bukuasyik	Buku asyik	"PO periode 2. Diskon 15% Serendipity, Rp 75.650 (normal Rp 89.000). Order hub salah satu kontakâ€¦ https://t.co/lhvQsruw9c"	ya	lain-lain
dorika75	dorika	"RT @DB_Sinarmas: Berikan mainan yang berkualitas sibuah hati, Nikmati diskon 30% di TOYS KINGDOM, bayar dg Pay By QR Bank Sinarmas, https:/â€¦"	ya	lain-lain
spininactreb191	Faith Hemmings	"RT @MFitraNurdians1: Semua bilang bagus, semua bilang bisa sukses, semua kasih diskon #KorbanOdong2"	tidak	
xxseme	Seo In Guk	"@Tout_est_noir ada yg lg diskon. Uniqlo x theory,ada yg bagus..eh namanya sale. Size L rata2 abis"	tidak	
fariz1234	KamiTetapAhokâœŒKTA.	"RT @tajaliarif74: @fariz1234 @Lewinhery @WahhabiCC @GustiKenArok @angelmaximilan moga dapat diskon, lumayan.. mau gak tuh mas lewi.. dpt orâ€¦"	tidak	
Rhyzkia_Lee	Rhyzkia Rosyidd	"@bni biar bisa dpt info diskon belanja dg kartu Debit BNI,tdk bnyak potongan, jg trdpt vitur VCN BNI #BNITaplus https://t.co/XWgIzbe9Ew"	tidak	
Giladiskon	Giladiskon Indonesia	"Belanja Tanpa Ribet dengan gebrakan diskon hingga 75%,Info->https://t.co/xdDMX6M8XT"	ya	lain-lain
andrirsd	andri kurniawan	"RT @rizalandri: Kesel adalah udah puas beli sepatu di blibli diskon jadi sejutak, ehtadi lihat di planet sports, harga sepatu yang sama udaâ€¦"	tidak	
nufazee	IG @nufaz3e	RT @duniaeni: Buat yang penisirin sama #maduanak bikin #anaklahapmakan @GrowNHealth Ada diskon 10â„… loh buat madunya..mau tahu infonya?	ya	kuliner
AdaDiskon	AdaDiskon.com	Diskon 20% beli minuman bubble tea favorit di hop hop https://t.co/j42Oq5hKml	ya	kuliner
Giladiskon	Giladiskon Indonesia	"Elektronik Clearance Sale @Mataharimallcom dengan diskon hingga 91%,Info->https://t.co/PuJz03z3ow"	ya	lain-lain
TR_Kjunhoe97	Junhoe	@jexnheejin bayar dong.tapi diskon deh	tidak	
rezacurvanord	reza F tanjung	RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory. https:â€¦	tidak	
katalogpromosi	katalogpromosi	https://t.co/Goq109Y3iX Road to Harbolnas 2016 - Estafet Sale! Nikmati Diskon hingga 85% tanggal 21-25 November 2016 https://t.co/DK1RMHQS5L	ya	lain-lain
Abdulmt91	Mas Abdul	"@IM3Ooredoo @IndosatCare info dong, apakah masih ada diskon berlangganan @SpotifyID premium u/ pengguna #FreedomCombo ?"	tidak	
salshazuhriyah	Salsha Zuhriyah	RT @Dear_Connie: Cowok juga nggak ngerti kenapa diskon dan obralan di mall itu menggairahkan. Mereka juga bingung kenapa manusia harus selaâ€¦	tidak	
satriyous	â•°satriyotunggulaâ•¯	@EncikSyek yaudah jangan bangun pagi mending bangun rumah aja harga semen sama batako lagi diskon nih ðŸ˜ðŸ˜‚	tidak	
tajaliarif74	Tajali #NoHoax	"@fariz1234 @Lewinhery @WahhabiCC @GustiKenArok @angelmaximilan moga dapat diskon, lumayan.. mau gak tuh mas lewi.. dpt order jd korlapðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚"	tidak	
joSULIRVAN	Follow @ZoneINS	Ber-Iklanlah Sekarang dan dapatkan Paket dan Diskon Menarik!!	tidak	
Giladiskon	Giladiskon Indonesia	"Exclusive brand super promoÂ @MatahariMallComÂ Â dengan diskon hingga 70%,Info->Â https://t.co/9lrXo9VIZe"	ya	lain-lain
AdaDiskon	AdaDiskon.com	2 Promo pilihan main hemat di Water Kingdom https://t.co/53oZXRUKA0	ya	wisata
limiordy	limiordy	"AYOO.. DAPATKAN SEGERA ""KOMIK JAGO JUALAN"". komik terlaris di indonesia. buruan PRE ORDER SEKARANG (19-22 NOV 2016)â€¦ https://t.co/EKTG3CPFrl"	ya	buku
githapewe	PEWE	@TimHuruHara @Wkopicorner mbung atuh ðŸ˜ž sok meuli 10 diskon 1 wkwkw	tidak	
KiOSTiX	KiOSTiX	#KiosTIXNews: Spesial Diskon Buat Kamu #kiosTIX #makeitexciTIX https://t.co/4dzvvsOnLK https://t.co/ePyGs8lbKn	tidak	
lovesyul	Heaven	APA?! haiyaa... Diskon lah diskon mau? https://t.co/mlLBlyOqbR	tidak	
TriWahyuHS	Tri Wahyu Hadi S	Diskon memperburuk kondisi dompet	tidak	
putciput	Stefany Putri	Kepuasan batin kalau barang yang dibutuhkan eh malah diskon. Butuh ya bukan ingin ðŸ˜‰ðŸ˜‰	tidak	
vntamaya	Vania N Tamaya	"RT @Bellanahs: Coba aja, mana ada cewek yang bisa sebentar kalo belanja. Apalagi ada diskon."	tidak	
Giladiskon	Giladiskon Indonesia	"Mega Fashion Clearance Sale Diskon hingga 75%,Info-> https://t.co/ohAAdyLn2Y"	ya	fashion
AdaDiskon	AdaDiskon.com	Makan sushi sepuasnya di Poke sushi diskon hingga 30% https://t.co/4Crgk9xZYm	ya	kuliner
putri71926444	putri	"RT @gojekindonesia: Nikmati diskon 40%, dan rasakan kemudahan, kenyamanan, keamanannya menggunakan GO-CAR. Download sekarang! https://t.coâ€¦"	ya	wisata
Hotel2Murah	Hotel Murah	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/alFMGq6RYG #PromoHotel #HotelMurah #Liburan #Hotel	ya	wisata
kimjsuo	JISUUUU.	"mau dunga cyin, diskon ga?? https://t.co/jQsWb8wdYP"	tidak	
mug_ajaib	Mug Ajaib	Diskon AJAIB! Mug Ajaib SEBESAR 25% !!! Hanya berlaku dari tanggal 21 Nov 2016 - 23 Nov 2016 #diskon #promo	ya	rumah tangga
Ndahfirr	indah	"RT @d_crepes: Dcrepers, promo tgl 20 kembali lagi lho! Diskon 2rb utk menu savory. Yukk mampir ke outlet Dcrepes :) #Dcrepes20th https://t.â€¦"	ya	kuliner
txcmin	Taemin â˜•ï¸	@Cafe_Ent nyarinya yg diskon doang	tidak	
tinxkeu	GD	93haneulina: smartfrencare: lanhudiee Mba Tara jk ingin gunakn kuota malam silakn di pukul 01:00 s/d 06:59 WIB dn diharuskn melakukn diskonâ€¦	tidak	
unbeautiy	jeongjoo ã…‡ kanevâœ¿	@awkiddie @yeodja94_ @zinbgf @Tffyhwang @chaeyyx_ @Yocjis @iJihunkr padahal gua dah kasi diskon lo	tidak	
Randycotok1	Randy Oktavia	"Soulmates VIP room karokean. Jln. by pass, depan pom bensin (0752) 32506.Bukittinggi . untuk hari ini dikasih diskon."	ya	
Redaksi_Ortax	Ortax	Dapatkan diskon 20%++ untuk pembelian Akselerasi PPh 21 dan E-Faktur CSV Creator https://t.co/DXj9YhATmZ	ya	lain-lain
yutaandme	Sarah	@dimplesjae terus itu yuta sama ty dapet diskon beli iphone 7 di konter hp nya chenle ðŸ˜ðŸ˜	ya	elektronik
wahyu_winoto	wahyu winoto	"Sepatu gaya, cari di https://t.co/g2nZISCtKU #diskon"	ya	fashion
MarwindaSpd	winda spangba	Keistimewaan Kartu kredit Bank Mega anda dimanjakan dengan--> â™¡Diskon tambahan 10% setiap hari atau cicilan 0%-6... https://t.co/2gxbZtjhpg	ya	lain-lain
AdaDiskon	AdaDiskon.com	Diskon 50% beli menu kesukaan di Crepe Signature https://t.co/Dc9NeHq7QY	ya	kuliner
Hemat_Liburan	Liburan Hemat	Pesan #Hotel di #Malang via https://t.co/jMcMrSKZ7n lebih murah >> https://t.co/OqI2m66RsQ #Penginapan #HotelMurah #Diskon	ya	wisata
ceramah_id	ceramahmotivasi.com	Beli di sini : https://t.co/Xp0Mf1xHbv #hp #handphone #xiaomi #samsung #smartphone #diskon #discount #murah https://t.co/9RbHQFezoc	ya	elektronik
Debby_Djumanta	Debbot Dâ“™â“¤â“œâ“â“â“£â“	RT @ozradiobandung: Download & Register @Uber_IDN SEKARANG! Dapatkan diskon 50% di perjalanan pertama! Gunakan kode promo: OZRADIOBDG httpsâ€¦	ya	wisata
rorosyurayah08	Roro Syurayah	RT @iBoxIndonesia: Berikan perlindungan terbaik untuk iPhone kesayanganmu. UAG casing Diskon 20% ! https://t.co/otpF7VBWQT	ya	lain-lain
duniaeni	Eni Martini	Wiiiw diskon...asyik nihðŸ˜ https://t.co/803cdltgV9	tidak	
riasnurulsuci	rias nurul suci	"Dapet notif diskon dr olshop. Mikir krn tgl tua. Tp ttep dibeli. Ya,jgn menyia nyiakan diskon. -Wanita-"	tidak	
tky_dahyun	Kiku!ðŸ¶	"(cont.) keramaian. ""... Sebuah diskon bahan pangan besar-besaran sampai satu minggu ke depan?! Wuahã…¡!"" Kilatan kecil tampak pada (cont.)"	tidak	
_plukz	Yanuar Mustahar.	@NitaSellya solusi https://t.co/Xhe9tDsi2d	tidak	
Giladiskon	Giladiskon Indonesia	"Promo Tampil MumukauÂ @LazadaIDÂ Â Diskon hingga 70%,Info->https://t.co/Ybx4w7fqM9"	ya	lain-lain
agungrsaputroo	Agung R.Saputro	Belanja pintar termasuk pantau diskon di webnya juga kan mas?hehehe https://t.co/9YMP0GJyVV	tidak	
supeostars	A.	banyak diskon banyak gratisanðŸ˜Œ (at Sunrise Mall) â€” https://t.co/ZWLSNen7uJ	tidak	
penandpaw	Pen&Paw	Pen & Paw menjual kaos-kaos branded dan murah2.. DISKON 10% untuk ALL ITEM!! buruan add 2256EA97 ##penandpaw	ya	fashion
akbar_mochamad	Akbar Mochamad	"di aplikasi @ACEIndonesia #wisatapenuhgaya promonya bnyk dari diskon hingga buy 1 get 1, tentunya dgn kualitas yg super #travelgoals"	ya	lain-lain
Fajarardiansah9	Fajar ardiansyah	"RT @okezonenews: Beli Mobil di Burtok, Auto2000 Beri Diskon Rp85 Juta https://t.co/mnKPJrv0Z1 https://t.co/wIkSt7pn0f"	ya	otomotif
txcmin	Taemin â˜•ï¸	"@Cafe_Ent mahal itu, lagi ga ada diskon"	tidak	
prakosobimo_	PrakosoBimo	RT @hotradero: @fauherklots Airbus sedang coba ngasong A380 ke GA. Harga diskon. Nggak feasible load regulernya. Cuma feasible buat angkutâ€¦	tidak	
rlalicey	qisay	Diskon ya a https://t.co/it7Dw3UV89	tidak	
chan_aini99	chan.aini	"hehehe, bener nih, teman sejati itu ga akan minta diskon kalo beli barang sama kita, malah terkadang suka... https://t.co/4PnTY9dC4H"	tidak	
PalembangInfo_	PalembangInfo_	"Sambut Hari Guru, Diskon 50 Persen Paket Servis Lengkap di Astra Motor Sumsel https://t.co/Ms0aGFutX3"	ya	otomotif
eunseowl	Leony	@Prof_Steward ada diskon ya(?)	tidak	
kaskusjualbeli	KASKUS Jual Beli	"Belanja gak ribet tambah diskon gede-gedean cuma di KASKUS, Gan! https://t.co/egDkCi4WOY https://t.co/1vnUqFuuuP"	ya	lain-lain
kickchickcloth	KICKCHICK CLOTH	"Close order guys.. See you tomorrow dan jangan lupa order karna masih ada diskon 30% all items, stock terbatas... https://t.co/YuJ6BlrBHF"	ya	fashion
GoGrabSport	IG= GoGrabJersey	DISKON!! JAKET REAL MADRID BIRU NAVY 15/16 SISA SIZE M IDR 120rb AJA SMS/WA 081904422835 BBM 27DA89AE https://t.co/qnYCM0Wr5o	ya	fashion
knkpark	ì¡¸) ìŠ¹ì¤€	@hsinbey98 kalo pake kartu timezone dapet diskon gak	tidak	
noumnae	YÅ«dachiã€‚	"@redlipxtick ""Hehehehe. Jarang-jarang diskon telur disana. Ayo sebelum kehabisan."" Gandeng tangannya."	tidak	
XLadas	XL Kota Palembang	Nikmati promo diskon 20% setiap pembelian paket ComboXtra Untuk pembayaran menggunakanâ€¦ https://t.co/Y16wMHkIqP	ya	lain-lain
VerraViandra	Verra Viandra	"Sambut Hari Guru, Diskon 50 Persen Paket Servis Lengkap di Astra Motor Sumsel https://t.co/lvgRuCT7Ta https://t.co/l6JSEjvy4R"	ya	otomotif
AG98SINB	SIIIIIIIIIINB.	beli resepnya di sinbimart. lagi diskon besar-besaran sebesar unni nih! >_< https://t.co/4JOFdPb8Y4	tidak	
katalogpromosi	katalogpromosi	Dâ€™GREEN KAYON Diskon 60% kamar dari harga Publish dengan Kartu Debit dan Kartu Kredit DANAMON https://t.co/9jzxuMSyIp	ya	wisata
Giladiskon	Giladiskon Indonesia	"Gadget & Electronic SALE Diskon hingga 77%,Info-> https://t.co/57AXIsgXaT"	ya	elektronik
jngkook9	Kookie	@kukioppa kupon diskon burger king sayang:( mayan:(	tidak	
WDZG	WADEZIG!â„¢	"Ngapain nunggu diskon, gabung jadi #WadezigCrowd dapetin member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzDUrD"	ya	lain-lain
UdaToil	Uda Lauko	"Jumat, 18 November 2016 Dari : uda Untuk : @kejucoklatt Mayan diskon wkwkwk"	tidak	
tanudi	tanudi kiman	"RT @CikalAksara: Memperingati International Children's Day, 20 Nov. Cikal Aksara memberikan diskon ebook menjadi 9000. https://t.co/RNgfyFJâ€¦"	ya	buku
22JaketDistro	Jaket Distro Bandung	Jaket Jeans Denim Size M L XL Levis Kombinasi Fleece Harga 160rb/pc Jabodetabek free ongkr Beli 2 pcs diskon 20rb https://t.co/cIhXQkuSaE	ya	fashion
Agustina_Jkt	Agustina	"RT @AdaDiskon: Burger chicken sandwich, Mozza, Fish Sandwich A&W diskon 30% https://t.co/eVArUKJE5g"	ya	kuliner
22JaketDistro	Jaket Distro Bandung	Jaket Jeans Denim Size M L XL Bahan Jeans Harga 160rb/pc Jabodetabek free ongkr Beli 2 pcs diskon 20rb https://t.co/uFKiij5DvT	ya	fashion
_bangrizky	M. Rizky Akbar	"RT @undoubtedlife: @romiyooo ðŸ‘¦: Gak mau nyoba varian rasa yang lain mbk? Mumpung lg diskon. ðŸ‘§ : Rasah ditinggal rabi, ada ngak mas? ðŸ‘¦: Nâ€¦"	tidak	
AMaulidatinnisa	Aulia Maulidatinnisa	@DwSkm_ dodol kuwii nek kakean diskon ora untung yo bangkrut. Nek konco dikenalno pacar bakal kesautðŸ˜·	tidak	
katalogpromosi	katalogpromosi	Promo EVERYDAY SPENDING! Ekstra Diskon hingga 7% dengan Kartu Kredit STANDARD CHARTERED https://t.co/EmwtywyulN	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/gRsPy47mr0 Promo Diskon 12% semua hotel dengan Kartu Kredit BCA berlaku sd. 31 Oktober 2016 https://t.co/eT1oNfpu34	ya	wisata
AdaDiskon	AdaDiskon.com	"Burger chicken sandwich, Mozza, Fish Sandwich A&W diskon 30% https://t.co/eVArUKJE5g"	ya	kuliner
feroyzr	Fulyadi Fero	@TokopediaCare diskon pulsa pake mandiri ecash sudah abis vocernya ya min? https://t.co/rP5TOt0Vtt	tidak	
noumnae	YÅ«dachiã€‚	"@ShoutOut2Sub ""DISKON TELUR. AYO BELI SEBELUM KEHABISAN."""	tidak	
ikemenossan	ãƒ©ãƒƒãƒ† @ sick	@aeilurophile Iya sih kill-able mana dia memang nyarinya mati terus... /yha Segini masih kurang? Udah diskon ini /â€¦ https://t.co/UDo0n34iEe	tidak	
